,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
658,"{'hash': '07af88f3cb32d59b280337a62afce17c43bdf7b153ce520a6ac960c509347a78', 'name': 'evo-dev-gen-201608', 'url': 'www.dashwhale.org/p/evo-dev-gen-201608', 'dw_url': 'https://www.dashcentral.org/p/evo-dev-gen-201608', 'dw_url_comments': 'https://www.dashcentral.org/p/evo-dev-gen-201608#comments', 'title': 'Proposal: Evolution Development - Subcontractors', 'date_added': '2016-07-15 19:20:02', 'date_added_human': '6 years ago', 'date_end': '2016-09-20 01:29:23', 'voting_deadline': '2016-09-11 07:23:21', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 1293.99, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 816, 'no': 0, 'abstain': 0, 'order': 9, 'comment_amount': 0, 'owner_username': 'babygiraffe'}",07af88f3cb32d59b280337a62afce17c43bdf7b153ce520a6ac960c509347a78,2016-07-15 19:20:02,2016-09-11 07:23:21,True,816,0,0,816,1293.99,2016
659,"{'hash': 'ef8107d1eece4e6135209b911d2d7a4a02a9ea2d1eb0ffb1dcba8e59c8cbe9bc', 'name': 'infra-lqd-pvd-201608', 'url': 'www.dashwhale.org/p/infra-lqd-pvd-201608', 'dw_url': 'https://www.dashcentral.org/p/infra-lqd-pvd-201608', 'dw_url_comments': 'https://www.dashcentral.org/p/infra-lqd-pvd-201608#comments', 'title': 'Proposal: Infrastructure - Liquidity Providers (Aug)', 'date_added': '2016-07-15 17:45:04', 'date_added_human': '6 years ago', 'date_end': '2016-09-20 01:29:27', 'voting_deadline': '2016-09-11 07:23:21', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 43.67, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 596, 'no': 72, 'abstain': 0, 'order': 10, 'comment_amount': 0, 'owner_username': 'babygiraffe'}",ef8107d1eece4e6135209b911d2d7a4a02a9ea2d1eb0ffb1dcba8e59c8cbe9bc,2016-07-15 17:45:04,2016-09-11 07:23:21,True,596,72,0,668,43.67,2016
660,"{'hash': '6464c70330a4cabc9b765ddbd20e0cb5345cd8e66ecd74a76bf83d26a479a185', 'name': 'mrktg-intl-or-201608', 'url': 'www.dashwhale.org/p/mrktg-intl-or-201608', 'dw_url': 'https://www.dashcentral.org/p/mrktg-intl-or-201608', 'dw_url_comments': 'https://www.dashcentral.org/p/mrktg-intl-or-201608#comments', 'title': 'Proposal: Marketing - International Outreach & Promotion (Aug)', 'date_added': '2016-07-15 16:50:03', 'date_added_human': '6 years ago', 'date_end': '2016-09-20 01:29:26', 'voting_deadline': '2016-09-11 07:23:21', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 288.58, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 711, 'no': 35, 'abstain': 0, 'order': 11, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",6464c70330a4cabc9b765ddbd20e0cb5345cd8e66ecd74a76bf83d26a479a185,2016-07-15 16:50:03,2016-09-11 07:23:21,True,711,35,0,746,288.58,2016
661,"{'hash': 'af4f2824ac7f9f08e649bfe1ebab9f4632858e0383ea18d124f4902ea03d90fb', 'name': 'crdev-dashdrv-201608', 'url': 'www.dashwhale.org/p/crdev-dashdrv-201608', 'dw_url': 'https://www.dashcentral.org/p/crdev-dashdrv-201608', 'dw_url_comments': 'https://www.dashcentral.org/p/crdev-dashdrv-201608#comments', 'title': 'Core Development - 12.2 DashDrive Developers', 'date_added': '2016-07-15 05:45:03', 'date_added_human': '6 years ago', 'date_end': '2016-09-20 01:29:26', 'voting_deadline': '2016-09-11 07:23:21', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 430.37, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 803, 'no': 3, 'abstain': 0, 'order': 12, 'comment_amount': 0, 'owner_username': 'babygiraffe'}",af4f2824ac7f9f08e649bfe1ebab9f4632858e0383ea18d124f4902ea03d90fb,2016-07-15 05:45:03,2016-09-11 07:23:21,True,803,3,0,806,430.37,2016
662,"{'hash': '2b0578dad38a4a2c9b64eed6d7419f0f114babd954d6da9cd1ca9b0fa64d47ea', 'name': 'pr-2016-fall-pt1', 'url': 'www.dashwhale.org/p/pr-2016-fall-pt1', 'dw_url': 'https://www.dashcentral.org/p/pr-2016-fall-pt1', 'dw_url_comments': 'https://www.dashcentral.org/p/pr-2016-fall-pt1#comments', 'title': 'PR - Fall Campaign Pre-Funding', 'date_added': '2016-06-28 23:15:02', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:09', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 133.98, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 756, 'no': 131, 'abstain': 0, 'order': 13, 'comment_amount': 16, 'owner_username': 'babygiraffe'}",2b0578dad38a4a2c9b64eed6d7419f0f114babd954d6da9cd1ca9b0fa64d47ea,2016-06-28 23:15:02,2016-08-12 02:44:49,True,756,131,0,887,133.98,2016
663,"{'hash': '29232d79b9efd4faf05ca64f5ecbdaf1697f27f8e86562c42d634fa940563d7b', 'name': 'conf-travel-201607', 'url': 'www.dashwhale.org/p/conf-travel-201607', 'dw_url': 'https://www.dashcentral.org/p/conf-travel-201607', 'dw_url_comments': 'https://www.dashcentral.org/p/conf-travel-201607#comments', 'title': 'Conference Travel - General', 'date_added': '2016-06-28 21:45:02', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:09', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 105, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 793, 'no': 29, 'abstain': 0, 'order': 14, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",29232d79b9efd4faf05ca64f5ecbdaf1697f27f8e86562c42d634fa940563d7b,2016-06-28 21:45:02,2016-08-12 02:44:49,True,793,29,0,822,105.0,2016
664,"{'hash': '657b4e7fc0b1831d9a5987ab73efcc952ca9224f5539ef7c7b7fb3405ff7bab9', 'name': 'evo-designers-pt2', 'url': 'www.dashwhale.org/p/evo-designers-pt2', 'dw_url': 'https://www.dashcentral.org/p/evo-designers-pt2', 'dw_url_comments': 'https://www.dashcentral.org/p/evo-designers-pt2#comments', 'title': 'Evolution Development - Graphic Design Pt. 2', 'date_added': '2016-06-28 21:00:05', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:11', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 352.97, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 768, 'no': 10, 'abstain': 0, 'order': 15, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",657b4e7fc0b1831d9a5987ab73efcc952ca9224f5539ef7c7b7fb3405ff7bab9,2016-06-28 21:00:05,2016-08-12 02:44:49,True,768,10,0,778,352.97,2016
665,"{'hash': 'd5f4bfd272458d846ea50f3283ce654f9d77c2d1105059149dfb1bf8f1fcdd36', 'name': 'evo-designers', 'url': 'www.dashwhale.org/p/evo-designers', 'dw_url': 'https://www.dashcentral.org/p/evo-designers', 'dw_url_comments': 'https://www.dashcentral.org/p/evo-designers#comments', 'title': 'Evolution Development - Graphic Design', 'date_added': '2016-06-21 00:50:05', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:13', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 955.17, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 808, 'no': 20, 'abstain': 0, 'order': 16, 'comment_amount': 1, 'owner_username': 'babygiraffe'}",d5f4bfd272458d846ea50f3283ce654f9d77c2d1105059149dfb1bf8f1fcdd36,2016-06-21 00:50:05,2016-08-12 02:44:49,True,808,20,0,828,955.17,2016
666,"{'hash': '6e7e0940bcee65fbfd13ebc7caef092d35a6f964d23035a330a1911a83b0da15', 'name': 'infra-google-apps', 'url': 'www.dashwhale.org/p/infra-google-apps', 'dw_url': 'https://www.dashcentral.org/p/infra-google-apps', 'dw_url_comments': 'https://www.dashcentral.org/p/infra-google-apps#comments', 'title': 'Google Apps For Work Subscriptions', 'date_added': '2016-06-21 00:05:03', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:11', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 41.9, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 835, 'no': 27, 'abstain': 0, 'order': 17, 'comment_amount': 7, 'owner_username': 'babygiraffe'}",6e7e0940bcee65fbfd13ebc7caef092d35a6f964d23035a330a1911a83b0da15,2016-06-21 00:05:03,2016-08-12 02:44:49,True,835,27,0,862,41.9,2016
667,"{'hash': 'be24f9c16d5d5dc487def9fa2bce44e3be225f5bb4be304429894e39b9988d74', 'name': 'bsdev-general-fund', 'url': 'www.dashwhale.org/p/bsdev-general-fund', 'dw_url': 'https://www.dashcentral.org/p/bsdev-general-fund', 'dw_url_comments': 'https://www.dashcentral.org/p/bsdev-general-fund#comments', 'title': 'Business Development Support And Integration', 'date_added': '2016-06-20 19:45:05', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:13', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 742.92, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 894, 'no': 18, 'abstain': 0, 'order': 18, 'comment_amount': 7, 'owner_username': 'babygiraffe'}",be24f9c16d5d5dc487def9fa2bce44e3be225f5bb4be304429894e39b9988d74,2016-06-20 19:45:05,2016-08-12 02:44:49,True,894,18,0,912,742.92,2016
668,"{'hash': '438e47cdd5e455a768ded241ffc39d5002ffc31eb082c3dc96881401377d6575', 'name': 'mrktg-intl-outreach', 'url': 'www.dashwhale.org/p/mrktg-intl-outreach', 'dw_url': 'https://www.dashcentral.org/p/mrktg-intl-outreach', 'dw_url_comments': 'https://www.dashcentral.org/p/mrktg-intl-outreach#comments', 'title': 'Marketing - International Outreach & Promotion', 'date_added': '2016-06-20 15:25:03', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:10', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 270.57, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 882, 'no': 30, 'abstain': 0, 'order': 19, 'comment_amount': 0, 'owner_username': 'babygiraffe'}",438e47cdd5e455a768ded241ffc39d5002ffc31eb082c3dc96881401377d6575,2016-06-20 15:25:03,2016-08-12 02:44:49,True,882,30,0,912,270.57,2016
669,"{'hash': '6a67175f7a47b09ebd1852e1b6a84ade77e475a818a90e577a074c694a4efaa1', 'name': 'infra-basic-needs', 'url': 'www.dashwhale.org/p/infra-basic-needs', 'dw_url': 'https://www.dashcentral.org/p/infra-basic-needs', 'dw_url_comments': 'https://www.dashcentral.org/p/infra-basic-needs#comments', 'title': 'Infrastructure - Basic Needs', 'date_added': '2016-06-19 16:20:04', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:11', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 416.02, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 827, 'no': 33, 'abstain': 0, 'order': 20, 'comment_amount': 6, 'owner_username': 'babygiraffe'}",6a67175f7a47b09ebd1852e1b6a84ade77e475a818a90e577a074c694a4efaa1,2016-06-19 16:20:04,2016-08-12 02:44:49,True,827,33,0,860,416.02,2016
670,"{'hash': '9f822e346b7f09481141ff62dfd2e7a17d555af0b762f14fd18908298036f186', 'name': 'evo-X11-hash-port', 'url': 'www.dashwhale.org/p/evo-X11-hash-port', 'dw_url': 'https://www.dashcentral.org/p/evo-X11-hash-port', 'dw_url_comments': 'https://www.dashcentral.org/p/evo-X11-hash-port#comments', 'title': 'Evolution Development - X11 Hash Port', 'date_added': '2016-06-19 01:20:05', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:12', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 609.45, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1000, 'no': 0, 'abstain': 0, 'order': 21, 'comment_amount': 8, 'owner_username': 'babygiraffe'}",9f822e346b7f09481141ff62dfd2e7a17d555af0b762f14fd18908298036f186,2016-06-19 01:20:05,2016-08-12 02:44:49,True,1000,0,0,1000,609.45,2016
671,"{'hash': 'e791a06c0247cca08c2f81f31b54ae92c78a0946bc4002a2bbe58252457b1582', 'name': 'flagship-merchant1', 'url': 'www.dashwhale.org/p/flagship-merchant1', 'dw_url': 'https://www.dashcentral.org/p/flagship-merchant1', 'dw_url_comments': 'https://www.dashcentral.org/p/flagship-merchant1#comments', 'title': 'Integration With A Flagship Merchant', 'date_added': '2016-06-18 22:35:04', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:13', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 603.59, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1036, 'no': 31, 'abstain': 0, 'order': 22, 'comment_amount': 18, 'owner_username': 'babygiraffe'}",e791a06c0247cca08c2f81f31b54ae92c78a0946bc4002a2bbe58252457b1582,2016-06-18 22:35:04,2016-08-12 02:44:49,True,1036,31,0,1067,603.59,2016
672,"{'hash': '502928ae3f07cc6de71d8d7b76ad74f838bfac446ba6bc69faef7a5b8111d60d', 'name': 'liquidity-v3', 'url': 'www.dashwhale.org/p/liquidity-v3', 'dw_url': 'https://www.dashcentral.org/p/liquidity-v3', 'dw_url_comments': 'https://www.dashcentral.org/p/liquidity-v3#comments', 'title': 'Liquidity Providers v3', 'date_added': '2016-06-17 18:35:02', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:10', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 40.59, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 817, 'no': 129, 'abstain': 0, 'order': 23, 'comment_amount': 0, 'owner_username': 'babygiraffe'}",502928ae3f07cc6de71d8d7b76ad74f838bfac446ba6bc69faef7a5b8111d60d,2016-06-17 18:35:02,2016-08-12 02:44:49,True,817,129,0,946,40.59,2016
673,"{'hash': '86090e0d7d1c2b8e3408f689ea36e5a49438dbceb22ca031bd7876ff472b3dff', 'name': 'd10e-travel', 'url': 'www.dashwhale.org/p/d10e-travel', 'dw_url': 'https://www.dashcentral.org/p/d10e-travel', 'dw_url_comments': 'https://www.dashcentral.org/p/d10e-travel#comments', 'title': 'd10e Conference Travel & Lodging', 'date_added': '2016-06-14 19:55:03', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:12', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 449.69, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1053, 'no': 20, 'abstain': 0, 'order': 24, 'comment_amount': 12, 'owner_username': 'babygiraffe'}",86090e0d7d1c2b8e3408f689ea36e5a49438dbceb22ca031bd7876ff472b3dff,2016-06-14 19:55:03,2016-08-12 02:44:49,True,1053,20,0,1073,449.69,2016
674,"{'hash': '0692b2c32f9ab8526128ff0c1f3c328578a23f750cec1ebcdd9b61082a8325fc', 'name': 'dash-youtube-show', 'url': 'www.dashwhale.org/p/dash-youtube-show', 'dw_url': 'https://www.dashcentral.org/p/dash-youtube-show', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-youtube-show#comments', 'title': ""Dash's Very Own YouTube Show"", 'date_added': '2016-06-08 01:15:01', 'date_added_human': '6 years ago', 'date_end': '2016-10-20 12:43:22', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 123, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1439, 'no': 24, 'abstain': 0, 'order': 25, 'comment_amount': 22, 'owner_username': 'amanda_b_johnson'}",0692b2c32f9ab8526128ff0c1f3c328578a23f750cec1ebcdd9b61082a8325fc,2016-06-08 01:15:01,2016-08-12 02:44:49,True,1439,24,0,1463,123.0,2016
675,"{'hash': 'e06c3e6488899e3c3407eb515c769112f1565dd5d1ecf6e4807c0fa9a13792d6', 'name': 'HW-wallet-build-test', 'url': 'www.dashwhale.org/p/HW-wallet-build-test', 'dw_url': 'https://www.dashcentral.org/p/HW-wallet-build-test', 'dw_url_comments': 'https://www.dashcentral.org/p/HW-wallet-build-test#comments', 'title': 'Hardware Wallets For Build And Test', 'date_added': '2016-06-04 01:55:08', 'date_added_human': '6 years ago', 'date_end': '2016-08-20 18:14:13', 'voting_deadline': '2016-08-12 02:44:49', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 43.68, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 917, 'no': 1, 'abstain': 0, 'order': 26, 'comment_amount': 5, 'owner_username': 'babygiraffe'}",e06c3e6488899e3c3407eb515c769112f1565dd5d1ecf6e4807c0fa9a13792d6,2016-06-04 01:55:08,2016-08-12 02:44:49,True,917,1,0,918,43.68,2016
676,"{'hash': '42947cf397f423b791b4dbaa875ab736d1efd38243a639e80b19677410c288f6', 'name': 'd10e-visionary-spons', 'url': 'www.dashwhale.org/p/d10e-visionary-spons', 'dw_url': 'https://www.dashcentral.org/p/d10e-visionary-spons', 'dw_url_comments': 'https://www.dashcentral.org/p/d10e-visionary-spons#comments', 'title': 'd10e Conference Sponsorship', 'date_added': '2016-05-27 01:00:05', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:04', 'voting_deadline': '2016-07-12 22:06:17', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 490.49, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 871, 'no': 3, 'abstain': 0, 'order': 27, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",42947cf397f423b791b4dbaa875ab736d1efd38243a639e80b19677410c288f6,2016-05-27 01:00:05,2016-07-12 22:06:17,True,871,3,0,874,490.49,2016
677,"{'hash': '0056c7a352b0a5b4fd6b87262de657f86ad8814c52b21046ae4241dcada1c59b', 'name': 'WebEx-Premium100', 'url': 'www.dashwhale.org/p/WebEx-Premium100', 'dw_url': 'https://www.dashcentral.org/p/WebEx-Premium100', 'dw_url_comments': 'https://www.dashcentral.org/p/WebEx-Premium100#comments', 'title': 'WebEx Premium Subscription', 'date_added': '2016-05-22 21:25:01', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:25:59', 'voting_deadline': '2016-07-12 22:06:17', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 78.68, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 857, 'no': 7, 'abstain': 0, 'order': 28, 'comment_amount': 1, 'owner_username': 'babygiraffe'}",0056c7a352b0a5b4fd6b87262de657f86ad8814c52b21046ae4241dcada1c59b,2016-05-22 21:25:01,2016-07-12 22:06:17,True,857,7,0,864,78.68,2016
678,"{'hash': '0746452e63da00bec70ce7c1b3c96c85f16f6dffae3947ea931cd5436c70b7f6', 'name': 'electrum-trezor1', 'url': 'www.dashwhale.org/p/electrum-trezor1', 'dw_url': 'https://www.dashcentral.org/p/electrum-trezor1', 'dw_url_comments': 'https://www.dashcentral.org/p/electrum-trezor1#comments', 'title': 'Dash Electrum Masternode / Trezor Support', 'date_added': '2016-04-30 05:05:02', 'date_added_human': '7 years ago', 'date_end': '2016-06-21 08:23:23', 'voting_deadline': '2016-06-12 17:27:45', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 158.37, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1135, 'no': 19, 'abstain': 0, 'order': 29, 'comment_amount': 2, 'owner_username': 'babygiraffe'}",0746452e63da00bec70ce7c1b3c96c85f16f6dffae3947ea931cd5436c70b7f6,2016-04-30 05:05:02,2016-06-12 17:27:45,True,1135,19,0,1154,158.37,2016
679,"{'hash': '31afab4f12ad2f8c3779bd6561b343c4afec21d42531f219f61710fbe74bd39b', 'name': 'dashtalk-acquire-v2', 'url': 'www.dashwhale.org/p/dashtalk-acquire-v2', 'dw_url': 'https://www.dashcentral.org/p/dashtalk-acquire-v2', 'dw_url_comments': 'https://www.dashcentral.org/p/dashtalk-acquire-v2#comments', 'title': 'Resubmittal for Reimbursement for Acquisition & Setup of Dashtalk', 'date_added': '2016-04-15 16:20:03', 'date_added_human': '7 years ago', 'date_end': '2016-06-21 08:23:25', 'voting_deadline': '2016-06-12 17:27:45', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 1053.07, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 1105, 'no': 38, 'abstain': 0, 'order': 30, 'comment_amount': 6, 'owner_username': 'babygiraffe'}",31afab4f12ad2f8c3779bd6561b343c4afec21d42531f219f61710fbe74bd39b,2016-04-15 16:20:03,2016-06-12 17:27:45,True,1105,38,0,1143,1053.07,2016
680,"{'hash': 'dbfad115053cc2a43a373e237339ed7ee3ffadaac335ff1a5d521b16212d226d', 'name': 'ds-liquidity-v2', 'url': 'www.dashwhale.org/p/ds-liquidity-v2', 'dw_url': 'https://www.dashcentral.org/p/ds-liquidity-v2', 'dw_url_comments': 'https://www.dashcentral.org/p/ds-liquidity-v2#comments', 'title': 'Liquidity Providers v2', 'date_added': '2016-04-14 16:50:04', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:07', 'voting_deadline': '2016-06-12 17:27:45', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 48.87, 'total_payment_count': 2, 'remaining_payment_count': 0, 'yes': 1238, 'no': 129, 'abstain': 0, 'order': 31, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",dbfad115053cc2a43a373e237339ed7ee3ffadaac335ff1a5d521b16212d226d,2016-04-14 16:50:04,2016-06-12 17:27:45,True,1238,129,0,1367,48.87,2016
681,"{'hash': 'f10cbb14ddee397c9114cff010d544e7d55f54aa7d99e61574827fa6bd3557e8', 'name': 'PA-reallocation', 'url': 'www.dashwhale.org/p/PA-reallocation', 'dw_url': 'https://www.dashcentral.org/p/PA-reallocation', 'dw_url_comments': 'https://www.dashcentral.org/p/PA-reallocation#comments', 'title': 'Public Awareness Funds Reallocation', 'date_added': '2016-03-31 23:05:06', 'date_added_human': '7 years ago', 'date_end': '2016-05-22 02:16:08', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 5, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 816, 'no': 16, 'abstain': 0, 'order': 32, 'comment_amount': 4, 'owner_username': 'babygiraffe'}",f10cbb14ddee397c9114cff010d544e7d55f54aa7d99e61574827fa6bd3557e8,2016-03-31 23:05:06,2016-05-13 12:49:13,True,816,16,0,832,5.0,2016
682,"{'hash': '28bd23937caa19d74e3ed12bf188c5ad916de0a5a4be316238d9bffdaa8da68d', 'name': 'DashWorld-v.2', 'url': 'www.dashwhale.org/p/DashWorld-v.2', 'dw_url': 'https://www.dashcentral.org/p/DashWorld-v.2', 'dw_url_comments': 'https://www.dashcentral.org/p/DashWorld-v.2#comments', 'title': 'Dash World: Evolution in Marketing V.2', 'date_added': '2016-03-29 21:35:01', 'date_added_human': '7 years ago', 'date_end': '2016-08-20 21:37:24', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 775, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 1051, 'no': 405, 'abstain': 0, 'order': 33, 'comment_amount': 19, 'owner_username': 'GreyGhost'}",28bd23937caa19d74e3ed12bf188c5ad916de0a5a4be316238d9bffdaa8da68d,2016-03-29 21:35:01,2016-05-13 12:49:13,True,1051,405,0,1456,775.0,2016
683,"{'hash': 'd73657800f25f30389dabff7adf1ef73679cb67607f22aa14eed2f64e6cba421', 'name': 'dash-org-dec-replace', 'url': 'www.dashwhale.org/p/dash-org-dec-replace', 'dw_url': 'https://www.dashcentral.org/p/dash-org-dec-replace', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-org-dec-replace#comments', 'title': 'Dash.org purchase - December Payment Replacement', 'date_added': '2016-03-29 11:20:06', 'date_added_human': '7 years ago', 'date_end': '2016-07-21 15:26:06', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 701.67, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 868, 'no': 51, 'abstain': 0, 'order': 34, 'comment_amount': 13, 'owner_username': 'babygiraffe'}",d73657800f25f30389dabff7adf1ef73679cb67607f22aa14eed2f64e6cba421,2016-03-29 11:20:06,2016-05-13 12:49:13,True,868,51,0,919,701.67,2016
684,"{'hash': '0bce5a73d279c90c91b704c86351041626151da486824c1fd89f1ac49a1c60d4', 'name': 'Alex-ru-Promotion-1', 'url': 'www.dashwhale.org/p/Alex-ru-Promotion-1', 'dw_url': 'https://www.dashcentral.org/p/Alex-ru-Promotion-1', 'dw_url_comments': 'https://www.dashcentral.org/p/Alex-ru-Promotion-1#comments', 'title': 'Alex-ru promotional initiatives #1', 'date_added': '2016-03-28 10:15:01', 'date_added_human': '7 years ago', 'date_end': '2016-05-22 02:16:01', 'voting_deadline': '2016-05-13 12:49:13', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': False, 'monthly_amount': 250, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 624, 'no': 74, 'abstain': 0, 'order': 35, 'comment_amount': 6, 'owner_username': 'alex-ru'}",0bce5a73d279c90c91b704c86351041626151da486824c1fd89f1ac49a1c60d4,2016-03-28 10:15:01,2016-05-13 12:49:13,True,624,74,0,698,250.0,2016
