,json,hash,add,end,will_be_funded,yes,no,abstain,votes,fund,year
110,"{'hash': 'ba93108b15080e82a79cac79f4f8cde897d7352b7fe16d509776a1b062fbe13e', 'name': 'DCG-Marketing-EndFeb-EndApril', 'url': 'www.dashcentral.org/p/DCG-Marketing-EndFeb-EndApril', 'dw_url': 'https://www.dashcentral.org/p/DCG-Marketing-EndFeb-EndApril', 'dw_url_comments': 'https://www.dashcentral.org/p/DCG-Marketing-EndFeb-EndApril#comments', 'title': 'Dash Core Group Marketing (End of Feb - End of April)', 'date_added': '2021-02-07 05:20:01', 'date_added_human': '2 years ago', 'date_end': '2021-05-12 11:53:21', 'voting_deadline': '2021-02-27 18:04:04', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 266, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 816, 'no': 61, 'abstain': 7, 'order': 11, 'comment_amount': 17, 'owner_username': 'glennaustin'}",ba93108b15080e82a79cac79f4f8cde897d7352b7fe16d509776a1b062fbe13e,2021-02-07 05:20:01,2021-02-27 18:04:04,True,816,61,7,884,266.0,2021
111,"{'hash': '65f20a475d78dfb4a18c6db9414268fef63e21212000d5c128144348de48c74b', 'name': 'DIF-SUPPLEMENTAL-FUNDING-Jan-2021', 'url': 'www.dashcentral.org/p/DIF-SUPPLEMENTAL-FUNDING-Jan-2021', 'dw_url': 'https://www.dashcentral.org/p/DIF-SUPPLEMENTAL-FUNDING-Jan-2021', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-SUPPLEMENTAL-FUNDING-Jan-2021#comments', 'title': 'DIF Supplemental Funding Jan 2021', 'date_added': '2021-01-14 16:55:01', 'date_added_human': '2 years ago', 'date_end': '2021-02-11 16:41:01', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 800, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 946, 'no': 60, 'abstain': 0, 'order': 12, 'comment_amount': 7, 'owner_username': 'TheDIF'}",65f20a475d78dfb4a18c6db9414268fef63e21212000d5c128144348de48c74b,2021-01-14 16:55:01,2021-01-28 13:25:32,True,946,60,0,1006,800.0,2021
112,"{'hash': '5b540e6539b21e04856978d477559e16fc9e99bf1c5f64b0ea9582343a9d7f46', 'name': 'DashElectrumJan2021', 'url': 'www.dashcentral.org/p/DashElectrumJan2021', 'dw_url': 'https://www.dashcentral.org/p/DashElectrumJan2021', 'dw_url_comments': 'https://www.dashcentral.org/p/DashElectrumJan2021#comments', 'title': 'Dash Electrum Support and Development Jan 2021', 'date_added': '2021-01-11 15:30:01', 'date_added_human': '2 years ago', 'date_end': '2021-04-12 06:14:41', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 32, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1009, 'no': 20, 'abstain': 39, 'order': 13, 'comment_amount': 5, 'owner_username': 'akhavr'}",5b540e6539b21e04856978d477559e16fc9e99bf1c5f64b0ea9582343a9d7f46,2021-01-11 15:30:01,2021-01-28 13:25:32,True,1009,20,39,1068,32.0,2021
113,"{'hash': 'd34f56c55295949b033c67df217f33e4ae0d397706d0ea875d4b48186c6553a3', 'name': 'dash-text-q1-2021', 'url': 'www.dashcentral.org/dash-text-q1-2021', 'dw_url': 'https://www.dashcentral.org/p/dash-text-q1-2021', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-text-q1-2021#comments', 'title': 'Dash Text Q1 2021 - Dasherpay Salary Engine implementation with Church Chicken (work with core)  - New Delivery Integrations - New Commands and more!', 'date_added': '2021-01-10 18:00:02', 'date_added_human': '2 years ago', 'date_end': '2021-04-12 06:01:46', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 49, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 892, 'no': 193, 'abstain': 12, 'order': 14, 'comment_amount': 13, 'owner_username': 'DashText'}",d34f56c55295949b033c67df217f33e4ae0d397706d0ea875d4b48186c6553a3,2021-01-10 18:00:02,2021-01-28 13:25:32,True,892,193,12,1097,49.0,2021
114,"{'hash': '47ddcd109071dcc5f5f627efa3e9a4cf60c1cd9cf5bb0b63c396a519803bfdb5', 'name': 'Dash-Help-Q1-2021', 'url': 'www.dashcentral.org/p/Dash-Help-Q1-2021', 'dw_url': 'https://www.dashcentral.org/p/Dash-Help-Q1-2021', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Help-Q1-2021#comments', 'title': 'Dash Help Q1 2021 - website + Partnership with POS Software Dev + Dash Retail POS distribution + Training and support  B2C and B2B + New Videos & Tutorials + BizDev + Marketing + Courses', 'date_added': '2021-01-09 18:10:01', 'date_added_human': '2 years ago', 'date_end': '2021-04-12 05:48:56', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 49, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 874, 'no': 189, 'abstain': 7, 'order': 15, 'comment_amount': 12, 'owner_username': 'giorgiom92'}",47ddcd109071dcc5f5f627efa3e9a4cf60c1cd9cf5bb0b63c396a519803bfdb5,2021-01-09 18:10:01,2021-01-28 13:25:32,True,874,189,7,1070,49.0,2021
115,"{'hash': '229c978f9cb1db528483b8f05d34b700986dd046fc96907e45a38fdf8ec5d4f6', 'name': 'Dashmallandparkingfebmay', 'url': 'www.dashcentral.org/p/dashmallandparking', 'dw_url': 'https://www.dashcentral.org/p/Dashmallandparkingfebmay', 'dw_url_comments': 'https://www.dashcentral.org/p/Dashmallandparkingfebmay#comments', 'title': 'Scaling up the Dash Mall and Parking to 150 Shopping Malls in Venezuela with Dash MyP Website', 'date_added': '2021-01-08 16:05:01', 'date_added_human': '2 years ago', 'date_end': '2021-05-12 00:16:10', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 69, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 854, 'no': 83, 'abstain': 28, 'order': 16, 'comment_amount': 24, 'owner_username': 'yoanacastillo'}",229c978f9cb1db528483b8f05d34b700986dd046fc96907e45a38fdf8ec5d4f6,2021-01-08 16:05:01,2021-01-28 13:25:32,True,854,83,28,965,69.0,2021
116,"{'hash': '26cf6b05e0085d84897d7ae7cd3a36b22a04fa4269d86e1cbac538cf55389661', 'name': 'Dash-Core-Group-Comp-Feb-May', 'url': 'www.dashcentral.org/p/Dash-core-group-comp-feb-may', 'dw_url': 'https://www.dashcentral.org/p/Dash-Core-Group-Comp-Feb-May', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Core-Group-Comp-Feb-May#comments', 'title': 'Dash Core Group Compensation (February - May)', 'date_added': '2021-01-06 19:25:01', 'date_added_human': '2 years ago', 'date_end': '2021-05-11 23:37:37', 'voting_deadline': '2021-01-28 13:25:32', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 2663, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 958, 'no': 45, 'abstain': 1, 'order': 17, 'comment_amount': 2, 'owner_username': 'glennaustin'}",26cf6b05e0085d84897d7ae7cd3a36b22a04fa4269d86e1cbac538cf55389661,2021-01-06 19:25:01,2021-01-28 13:25:32,True,958,45,1,1004,2663.0,2021
117,"{'hash': '7b72b54ad04f2621b1b71ee9bd880164efff50834999d8381a3b9b469288cdfa', 'name': 'DashNinja-Funding-2021-Q1', 'url': 'www.dashcentral.org/p/DashNinja-Funding-2021-Q1', 'dw_url': 'https://www.dashcentral.org/p/DashNinja-Funding-2021-Q1', 'dw_url_comments': 'https://www.dashcentral.org/p/DashNinja-Funding-2021-Q1#comments', 'title': 'Dash Ninja Funding Q1 2021', 'date_added': '2020-12-16 13:50:01', 'date_added_human': '2 years ago', 'date_end': '2021-01-12 09:29:14', 'voting_deadline': '2020-12-29 08:47:00', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 53.1398, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 865, 'no': 15, 'abstain': 8, 'order': 18, 'comment_amount': 16, 'owner_username': 'elberethzone'}",7b72b54ad04f2621b1b71ee9bd880164efff50834999d8381a3b9b469288cdfa,2020-12-16 13:50:01,2020-12-29 08:47:00,True,865,15,8,888,53.1398,2020
118,"{'hash': '47a6b9de44d8964b5f3a5eb210fe24bc572ce6975a7ad1837c9bec5d9062623b', 'name': 'BrazilQ12021', 'url': 'www.dashcentral.org/p/BrazilQ12021', 'dw_url': 'https://www.dashcentral.org/p/BrazilQ12021', 'dw_url_comments': 'https://www.dashcentral.org/p/BrazilQ12021#comments', 'title': 'Dash Brazil Q12021 - Partnerships & Business Dev. + YouTube Channel + Podcast + Social Media Management', 'date_added': '2020-11-30 16:15:19', 'date_added_human': '2 years ago', 'date_end': '2021-04-11 13:07:17', 'voting_deadline': '2020-12-29 08:47:00', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 80, 'total_payment_count': 4, 'remaining_payment_count': 0, 'yes': 859, 'no': 70, 'abstain': 24, 'order': 19, 'comment_amount': 11, 'owner_username': 'BrazilCommunity'}",47a6b9de44d8964b5f3a5eb210fe24bc572ce6975a7ad1837c9bec5d9062623b,2020-11-30 16:15:19,2020-12-29 08:47:00,True,859,70,24,953,80.0,2020
119,"{'hash': 'dd88002c39fcf4eef065aed6e0c1dad7c3d1bdbc05ed983f34ed9469f3717e2d', 'name': 'dash-platform-incubator-phase-4', 'url': 'www.dashcentral.org/p/dash-platform-incubator-phase-4?txtsig=IALxHnEZts%2B9pFdGCL%2FELm0VO0wCkV3PXvuWJ5YwvVXbCBaKm8qL0ZaT9hyMzLEvR4n3IKObaWXjUZgtWDbZ8eM%3D', 'dw_url': 'https://www.dashcentral.org/p/dash-platform-incubator-phase-4', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-platform-incubator-phase-4#comments', 'title': 'Dash Platform Incubator - Phase 4', 'date_added': '2020-11-18 23:10:01', 'date_added_human': '2 years ago', 'date_end': '2021-02-10 18:08:13', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 275, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1070, 'no': 11, 'abstain': 4, 'order': 20, 'comment_amount': 18, 'owner_username': 'andyfreer2020'}",dd88002c39fcf4eef065aed6e0c1dad7c3d1bdbc05ed983f34ed9469f3717e2d,2020-11-18 23:10:01,2020-11-29 04:08:28,True,1070,11,4,1085,275.0,2020
120,"{'hash': 'acfd7c9cefe4eaef5c9f2683b21c4fe935813135ef0303a410479ee293c60b1e', 'name': 'DIF-ONGOING-FUNDING-Q4-2020', 'url': 'www.dashcentral.org/p/DIF-ONGOING-FUNDING-Q4-2020', 'dw_url': 'https://www.dashcentral.org/p/DIF-ONGOING-FUNDING-Q4-2020', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-ONGOING-FUNDING-Q4-2020#comments', 'title': 'DIF ONGOING FUNDING Q4-2020', 'date_added': '2020-11-13 18:45:01', 'date_added_human': '2 years ago', 'date_end': '2021-02-12 18:39:11', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 200, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 921, 'no': 55, 'abstain': 3, 'order': 21, 'comment_amount': 6, 'owner_username': 'TheDIF'}",acfd7c9cefe4eaef5c9f2683b21c4fe935813135ef0303a410479ee293c60b1e,2020-11-13 18:45:01,2020-11-29 04:08:28,True,921,55,3,979,200.0,2020
121,"{'hash': 'ace816c86db29d22ef4a28f89269a38383dc39d11352bf7351c5ad4eaff51831', 'name': 'DashDeliveryService', 'url': 'www.dashcentral.org/p/Dash-delivery-service', 'dw_url': 'https://www.dashcentral.org/p/DashDeliveryService', 'dw_url_comments': 'https://www.dashcentral.org/p/DashDeliveryService#comments', 'title': 'Dash Delivery Service: 10 Deliveries accepting Dash as payment method in different cities of Venezuela', 'date_added': '2020-11-12 01:35:02', 'date_added_human': '2 years ago', 'date_end': '2021-04-11 06:02:40', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 37, 'total_payment_count': 5, 'remaining_payment_count': 0, 'yes': 894, 'no': 46, 'abstain': 47, 'order': 22, 'comment_amount': 26, 'owner_username': 'yoanacastillo'}",ace816c86db29d22ef4a28f89269a38383dc39d11352bf7351c5ad4eaff51831,2020-11-12 01:35:02,2020-11-29 04:08:28,True,894,46,47,987,37.0,2020
122,"{'hash': '9b9b2e500eed902f54c54b58a5ef992a6a1db59efc3b5eb6892db0e3cdf6ce8c', 'name': 'dash-core-group-supplemental-comp-decemb', 'url': 'app.dashnexus.org/proposals/dash-core-group-supplemental-comp-december---february/overview', 'dw_url': 'https://www.dashcentral.org/p/dash-core-group-supplemental-comp-decemb', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-core-group-supplemental-comp-decemb#comments', 'title': 'Dash Core Group Supplemental Comp (December - February)', 'date_added': '2020-11-09 21:05:01', 'date_added_human': '2 years ago', 'date_end': '2021-02-10 00:00:00', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 266, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 1055, 'no': 53, 'abstain': 0, 'order': 23, 'comment_amount': 6, 'owner_username': 'glennaustin'}",9b9b2e500eed902f54c54b58a5ef992a6a1db59efc3b5eb6892db0e3cdf6ce8c,2020-11-09 21:05:01,2020-11-29 04:08:28,True,1055,53,0,1108,266.0,2020
123,"{'hash': 'addb8c88cbbb363fc9845aa69acbef8a29985182d23a550708591ee0cfe7222c', 'name': 'dash-core-group-infrastructure-december-', 'url': 'app.dashnexus.org/proposals/dash-core-group-infrastructure-december---february/overview', 'dw_url': 'https://www.dashcentral.org/p/dash-core-group-infrastructure-december-', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-core-group-infrastructure-december-#comments', 'title': 'Dash Core Group Infrastructure (December - February)', 'date_added': '2020-11-09 20:10:01', 'date_added_human': '2 years ago', 'date_end': '2021-02-10 00:00:00', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 266, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 877, 'no': 49, 'abstain': 0, 'order': 24, 'comment_amount': 3, 'owner_username': 'glennaustin'}",addb8c88cbbb363fc9845aa69acbef8a29985182d23a550708591ee0cfe7222c,2020-11-09 20:10:01,2020-11-29 04:08:28,True,877,49,0,926,266.0,2020
124,"{'hash': 'f9b0d75a3f7ba06e230104fd222d09dc43d184c0bf3b63f018cb38e12742383a', 'name': 'DIF-Decision-Proposal-Quadency', 'url': 'www.dashcentral.org/p/DIF-Decision-Proposal-Quadency-Investment', 'dw_url': 'https://www.dashcentral.org/p/DIF-Decision-Proposal-Quadency', 'dw_url_comments': 'https://www.dashcentral.org/p/DIF-Decision-Proposal-Quadency#comments', 'title': 'DIF Decision Proposal - Quadency Equity Investment ', 'date_added': '2020-11-03 16:10:01', 'date_added_human': '2 years ago', 'date_end': '2020-12-12 20:41:14', 'voting_deadline': '2020-11-29 04:08:28', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 5, 'total_payment_count': 1, 'remaining_payment_count': 0, 'yes': 750, 'no': 167, 'abstain': 1, 'order': 25, 'comment_amount': 63, 'owner_username': 'TheDIF'}",f9b0d75a3f7ba06e230104fd222d09dc43d184c0bf3b63f018cb38e12742383a,2020-11-03 16:10:01,2020-11-29 04:08:28,True,750,167,1,918,5.0,2020
125,"{'hash': '8ff795a09898ae7d9f326813a56d9490447c3982c7a0b1948de57b9d4bc37ddc', 'name': 'dash-retail-oct-2020', 'url': 'app.dashnexus.org/proposals/dash-retail-oct-2020/overview', 'dw_url': 'https://www.dashcentral.org/p/dash-retail-oct-2020', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-retail-oct-2020#comments', 'title': 'Dash Retail Development (Fiat Payment, Ecommerce, Etc.)', 'date_added': '2020-10-12 22:45:01', 'date_added_human': '2 years ago', 'date_end': '2021-01-11 00:00:00', 'voting_deadline': '2020-10-29 23:29:56', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 200, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 822, 'no': 35, 'abstain': 18, 'order': 26, 'comment_amount': 28, 'owner_username': 'AshFrancis'}",8ff795a09898ae7d9f326813a56d9490447c3982c7a0b1948de57b9d4bc37ddc,2020-10-12 22:45:01,2020-10-29 23:29:56,True,822,35,18,875,200.0,2020
126,"{'hash': '460c70efb2c10fd44aa11d002d9fa2c026684b1d186923ba48a3222d01fa3ac9', 'name': 'dash-text-ongoing-development-nov-jan', 'url': 'www.dashcentral.org/p/dash-text-ongoing-development-nov-jan', 'dw_url': 'https://www.dashcentral.org/p/dash-text-ongoing-development-nov-jan', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-text-ongoing-development-nov-jan#comments', 'title': 'Dash Text Ongoing Development (Nov-Jan) - New Website - Dash Text in Nigeria - Dasherpay Salary Engine (work with core) - Increase Tx to 800+ a month - Growing delivery numbers and more!', 'date_added': '2020-10-12 16:40:01', 'date_added_human': '2 years ago', 'date_end': '2021-01-11 07:27:52', 'voting_deadline': '2020-10-29 23:29:56', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 62, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 739, 'no': 27, 'abstain': 13, 'order': 27, 'comment_amount': 10, 'owner_username': 'DashText'}",460c70efb2c10fd44aa11d002d9fa2c026684b1d186923ba48a3222d01fa3ac9,2020-10-12 16:40:01,2020-10-29 23:29:56,True,739,27,13,779,62.0,2020
127,"{'hash': 'f492026b5d8796cd820f09c61d51a9f9a69e4cd1de053580901f7186df898788', 'name': 'dash-nexus---maintenance-updates-and-ope', 'url': 'app.dashnexus.org/proposals/dash-nexus---maintenance-updates-and-operating-costs/overview', 'dw_url': 'https://www.dashcentral.org/p/dash-nexus---maintenance-updates-and-ope', 'dw_url_comments': 'https://www.dashcentral.org/p/dash-nexus---maintenance-updates-and-ope#comments', 'title': 'dash-nexus---maintenance-updates-and-ope', 'date_added': '2020-10-12 10:27:46', 'date_added_human': '2 years ago', 'date_end': '2021-01-11 00:00:00', 'voting_deadline': '2020-10-29 23:29:56', 'voting_deadline_human': 'passed', 'will_be_funded': False, 'remaining_yes_votes_until_funding': '72', 'in_next_budget': False, 'monthly_amount': 50, 'total_payment_count': 3, 'remaining_payment_count': 1, 'yes': 666, 'no': 351, 'abstain': 62, 'order': 28, 'comment_amount': 7, 'owner_username': ''}",f492026b5d8796cd820f09c61d51a9f9a69e4cd1de053580901f7186df898788,2020-10-12 10:27:46,2020-10-29 23:29:56,False,666,351,62,1079,50.0,2020
128,"{'hash': '44f58c1d68781bbf9e94eebb35862a6c68fd6ec41caccaa63f87612307b053a4', 'name': 'official-dash-newsroom-public-relations-', 'url': 'app.dashnexus.org/proposals/official-dash-newsroom-public-relations--communications/overview', 'dw_url': 'https://www.dashcentral.org/p/official-dash-newsroom-public-relations-', 'dw_url_comments': 'https://www.dashcentral.org/p/official-dash-newsroom-public-relations-#comments', 'title': 'Official Dash NewsRoom [Public Relations / Communications]', 'date_added': '2020-10-10 09:10:01', 'date_added_human': '2 years ago', 'date_end': '2021-01-11 00:00:00', 'voting_deadline': '2020-10-29 23:29:56', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 250, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 874, 'no': 13, 'abstain': 5, 'order': 29, 'comment_amount': 24, 'owner_username': 'DASHPRESS'}",44f58c1d68781bbf9e94eebb35862a6c68fd6ec41caccaa63f87612307b053a4,2020-10-10 09:10:01,2020-10-29 23:29:56,True,874,13,5,892,250.0,2020
129,"{'hash': 'c02190b42c2e53f8f962b684d78e4b9dbedaee5f321200dfe30be3f04737a7f7', 'name': 'Dash-Mall-and-Parking-Nov-Jan-2021', 'url': 'www.dashcentral.org/p/Dash-mall-and-parking-nov-jan-2021', 'dw_url': 'https://www.dashcentral.org/p/Dash-Mall-and-Parking-Nov-Jan-2021', 'dw_url_comments': 'https://www.dashcentral.org/p/Dash-Mall-and-Parking-Nov-Jan-2021#comments', 'title': 'Scaling up the Dash Mall and Parking to 150 Shopping Malls in Venezuela', 'date_added': '2020-10-09 14:48:57', 'date_added_human': '2 years ago', 'date_end': '2021-01-11 06:18:31', 'voting_deadline': '2020-10-29 23:29:56', 'voting_deadline_human': 'passed', 'will_be_funded': True, 'remaining_yes_votes_until_funding': '0', 'in_next_budget': True, 'monthly_amount': 69, 'total_payment_count': 3, 'remaining_payment_count': 0, 'yes': 779, 'no': 38, 'abstain': 17, 'order': 30, 'comment_amount': 9, 'owner_username': 'yoanacastillo'}",c02190b42c2e53f8f962b684d78e4b9dbedaee5f321200dfe30be3f04737a7f7,2020-10-09 14:48:57,2020-10-29 23:29:56,True,779,38,17,834,69.0,2020
